level,frequency,word_plain,reading
N2,高频,余計,よけい
N2,中频,よそ,よそ
N1,高频,余分,よぶん
N3,高频,預かる,あずかる
N3,高频,預ける,あずける
N2,中频,幼児,ようじ
N2,中频,容易,ようい
N3,中频,容器,ようき
N3,低频,揺れる,ゆれる
N2,低频,溶け込む,とけこむ
N2,高频,用いる,もちいる
N2,低频,用語,ようご
N2,中频,用心,ようじん
N2,中频,用途,ようと
N4,未分频,葉っぱ,はっぱ
N2,高频,要するに,ようするに
N2,高频,要素,ようそ
N3,低频,陽気,ようき
N2,中频,養分,ようぶん
N3,低频,抑える,おさえる
N3,低频,来日,らいにち
N2,高频,頼り,たより
N2,高频,乱れる,みだれる
N2,低频,欄,らん
N1,低频,裏口,うらぐち
N2,中频,裏切る,うらぎる
N1,低频,陸,りく
N2,中频,率直,そっちょく
N2,低频,立ち止まる,たちどまる
N2,中频,立ち上げる,たちあげる
N2,高频,略す,りゃくす
N2,中频,両国,りょうこく
N2,低频,両端,りょうたん
N2,低频,涼む,すずむ
N2,中频,臨時,りんじ
N2,中频,冷静,れいせい
N3,中频,恋しい,こいしい
N3,高频,連れ,つれ
N1,高频,連想,れんそう
N2,高频,連続,れんぞく
N2,高频,労働,ろうどう
N1,中频,老い,おい
N2,低频,老化,ろうか
N1,低频,老後,ろうご
N3,低频,録音,ろくおん
N2,低频,論争,ろんそう
N3,中频,話し合い,はなしあい
N2,低频,脇,わき
N2,低频,丼,どんぶり
N2,低频,籠,かご
N1,中频,交う,かう
N2,低频,きる,きる
N3,高频,くさい,くさい
N3,低频,〜ごと,〜ごと
N2,低频,〜ぞろい,〜ぞろい
N2,低频,〜たて,〜たて
N2,低频,〜だらけ,〜だらけ
N2,低频,寄り,より
N3,低频,沿い,ぞい
N1,低频,街,がい
N2,高频,割り,わり
N3,低频,期,き
N2,低频,〜気味,〜ぎみ
N1,低频,強,きょう
N3,低频,系,けい
N2,中频,権,けん
N2,低频,〜遣い,〜づかい
N3,高频,込む,こむ
N2,低频,〜祭,〜さい
N3,低频,紙,し
N3,高频,持ち,もち
N2,低频,弱,じゃく
N2,低频,省,しょう
N2,低频,色,しょく
N1,高频,触り,さわり
N2,低频,〜ぶり,〜ぶり
N2,低频,〜前,〜まえ
N2,低频,帯,たい
N2,低频,談,だん
N2,中频,知らず,しらず
N2,低频,着,ちゃく
N3,低频,〜帳,〜ちょう
N1,中频,庁,ちょう
N3,高频,届け,とどけ
N2,低频,難,なん
N2,低频,〜がたい,〜がたい
N2,低频,〜避け,〜よけ
N2,低频,〜風,〜ふう
N2,高频,並み,なみ
N2,中频,編,へん
N2,中频,未満,みまん
N2,低频,〜離れ,〜ばなれ
N3,低频,〜流,〜りゅう
N4,未分频,〜力,〜りょく
N2,低频,〜連れ,〜づれ
N2,高频,アピール,appeal
N2,低频,アポイントメント,appointment
N2,低频,アマチュア,amateur
N1,低频,あやふや,あやふや
N2,低频,蟻,あり
N2,中频,ありがち,ありがち
N3,高频,アンケート,(フ) enquete
N2,中频,いい加減,いいかげん
N1,中频,いささか,いささか
N1,低频,いざという時,いざというとき
N1,低频,いじる,いじる
N3,低频,炒める,いためる
N4,未分频,いろんな,いろんな
N1,低频,嘘つき,うそつき
N2,低频,うっすら,うっすら
N2,中频,うつむく,うつむく
N1,低频,おおかみ,おおかみ
N1,低频,オークション,auction
N1,中频,おまけ,おまけ
N2,中频,オリジナル,original
N2,低频,オルガン,organ
N3,低频,お決まり,おきまり
N1,低频,カーナビ,car navigation system
N2,低频,かかりつけ,かかりつけ
N2,中频,かさかさ,かさかさ
N2,中频,かすか,かすか
N2,高频,かつて,かつて
N2,中频,叶う,かなう
N2,中频,叶える,かなえる
N2,中频,かばう,かばう
N3,低频,からす,からす
N1,高频,絆,きずな
N1,低频,毅然,きぜん
N2,中频,きっぱり,きっぱり
N2,低频,キャッチボール,(和) catch ball
N2,低频,きょろきょろ,きょろきょろ
N2,中频,くじ,くじ
N2,低频,くじ引き,くじびき
N2,低频,くっきり,くっきり
N1,高频,ぐっと,ぐっと
N2,低频,くみ取る,くみとる
N1,低频,くみ上げる,くみあげる
N2,低频,ぐるぐる,ぐるぐる
N2,中频,こだわり,こだわり
N2,高频,こだわる,こだわる
N2,高频,ごちゃごちゃ,ごちゃごちゃ
N2,中频,コツ,こつ
N2,高频,この度,このたび
N2,低频,コンテンツ,contents
N1,低频,さえずる,さえずる
N2,中频,ささやか,ささやか
N2,中频,さっと,さっと
N2,低频,錆,さび
N1,中频,嗜好,しこう
N2,高频,じっくり,じっくり
N2,中频,しつけ,しつけ
N2,低频,しっとり,しっとり
N2,中频,ジャンル,(フ) genre
N1,低频,しょんぼり,しょんぼり
N3,低频,ずきずき,ずきずき
N2,高频,掬う,すくう
N1,低频,スケッチ,sketch
N1,中频,雀,すずめ
N1,低频,ずっしり,ずっしり
N1,低频,せかせか,せかせか
N2,高频,そもそも,そもそも
N2,中频,それとなく,それとなく
N3,高频,タイトル,title
N4,未分频,だったら,だったら
N3,高频,たとえ,たとえ
N1,中频,タブー,taboo
N3,低频,データ,data
N2,中频,どうにも,どうにも
N1,低频,とかく,とかく
N2,低频,とやかく,とやかく
N2,高频,トラブル,trouble
N1,中频,トラベル,travel
N2,高频,とりあえず,とりあえず
N3,中频,どれだけ,どれだけ
N1,中频,どんより,どんより
N3,低频,なめる,なめる
N3,中频,なんと,なんと
N2,高频,ニーズ,needs
N2,中频,にっこり,にっこり
N2,中频,にもかかわらず,にもかかわらず
N1,中频,ばか,ばか
N3,高频,はず,はず
N3,中频,ばらばら,ばらばら
N2,低频,ばりばり,ばりばり
N1,中频,びくびく,びくびく
N1,低频,ひねる,ひねる
N1,中频,ひらひら,ひらひら
N1,低频,淵,ふち
N1,低频,ふとした,ふとした
N2,中频,フリーマーケット,flea market
N1,高频,プロジェクト,project
N2,中频,ふんわり,ふんわり
N2,中频,ほっと,ほっと
N2,中频,ボトル,bottle
N2,高频,ほぼ,ほぼ
N3,高频,まして,まして
N1,低频,マッチ,match
N2,中频,マニュアル,manual
N2,低频,剝ける,むける
N2,中频,めくる,めくる
N2,中频,めったに,めったに
N2,高频,メリット,merit
N3,低频,もしかすると,もしかすると
N2,中频,もたらす,もたらす
N2,低频,もとより,もとより
N3,高频,やった,やった
N2,中频,やむを得ない,やむをえない
N1,低频,やられる,やられる
N1,高频,やり遂げる,やりとげる
N1,低频,やり通す,やりとおす
N2,低频,よくも,よくも
N3,低频,ラッシュ,rush
N3,低频,リーダー,leader
N1,高频,リーダーシップ,leadership
N2,高频,レンタル,rental
N2,高频,わざわざ,わざわざ
N2,中频,悪化,あっか
N1,低频,安,やす
N1,中频,安らか,やすらか
N2,中频,意思,いし
N2,高频,意図,いと
N3,低频,衣類,いるい
N3,中频,育ち,そだち
N3,低频,一〜,ひと〜
N2,高频,一気に,いっきに
N3,低频,一段,いちだん
N2,中频,一転,いってん
N1,高频,引き上げる,ひきあげる
N2,中频,引き続き,ひきつづき
N1,低频,引き裂く,ひきさく
N2,低频,雨天,うてん
N3,中频,運び,はこび
N2,高频,映像,えいぞう
N2,高频,鋭い,するどい
N2,中频,円滑,えんかつ
N1,低频,往来,おうらい
N2,低频,応える,こたえる
N3,中频,応答,おうとう
N3,低频,押し込む,おしこむ
N1,中频,押し出す,おしだす
N1,中频,旺盛,おうせい
N1,低频,横暴,おうぼう
N1,低频,音色,ねいろ
N2,低频,下回る,したまわる
N2,高频,仮,かり
N1,高频,何とも,なんとも
N2,中频,家計,かけい
N2,高频,果たす,はたす
N1,低频,架け橋,かけはし
N2,高频,課題,かだい
N2,低频,貨幣,かへい
N1,中频,過疎,かそ
N2,高频,解消,かいしょう
N1,高频,解明,かいめい
N2,中频,快い,こころよい
N1,低频,懐かしむ,なつかしむ
N2,低频,改まる,あらたまる
N1,高频,改革,かいかく
N2,低频,皆無,かいむ
N2,中频,開花,かいか
N3,低频,開館,かいかん
N2,高频,開催,かいさい
N2,高频,外見,がいけん
N1,高频,崖,がけ
N2,高频,概要,がいよう
N1,中频,格差,かくさ
N2,高频,獲得,かくとく
N2,中频,確立,かくりつ
N1,低频,学業,がくぎょう
N1,中频,学説,がくせつ
N3,低频,割り引く,わりびく
N1,高频,活性,かっせい
N2,高频,勧め,すすめ
N2,中频,勧誘,かんゆう
N1,中频,感染,かんせん
N1,低频,歓声,かんせい
N1,低频,監視,かんし
N2,中频,簡略,かんりゃく
N1,中频,観賞,かんしょう
N2,高频,間近,まぢか
N1,中频,館長,かんちょう
N1,中频,丸ごと,まるごと
N2,中频,頑固,がんこ
N2,中频,危機,きき
N1,中频,奇跡,きせき
N2,中频,帰省,きせい
N1,低频,気まま,きまま
N2,高频,気軽,きがる
N2,中频,気象,きしょう
N1,低频,紀元,きげん
N1,低频,貴族,きぞく
N1,低频,起動,きどう
N2,低频,疑い,うたがい
N1,高频,議題,ぎだい
N2,高频,客観的,きゃっかんてき
N1,中频,逆転,ぎゃくてん
N2,高频,および,および
N2,中频,及ぶ,およぶ
N2,低频,吸い込む,すいこむ
N1,低频,宮殿,きゅうでん
N1,低频,給食,きゅうしょく
N1,低频,居住,きょじゅう
N2,中频,供える,そなえる
N2,高频,競う,きそう
N2,中频,共働き,ともばたらき
N1,低频,叫び,さけび
N1,高频,強まる,つよまる
N2,中频,強める,つよめる
N2,高频,恐れ,おそれ
N2,低频,恐れ多い,おそれおおい
N1,高频,恐れ入る,おそれいる
N1,低频,教え子,おしえご
N3,中频,教科,きょうか
N2,中频,興奮,こうふん
N3,高频,驚き,おどろき
N2,中频,業績,ぎょうせき
N2,低频,業務,ぎょうむ
N2,低频,禁じる,きんじる
N3,中频,襟,えり
N3,低频,近道,ちかみち
N2,中频,区切り,くぎり
N1,低频,駆けつける,かけつける
N1,高频,駆使,くし
N3,中频,愚痴,ぐち
N1,中频,空腹,くうふく
N2,高频,傾ける,かたむける
N2,高频,掲載,けいさい
N1,高频,携わる,たずさわる
N5,未分频,携帯,けいたい
N2,低频,計,けい
N2,中频,計測,けいそく
N2,中频,軽々,かるがる
N1,中频,軽やか,かろやか
N2,中频,軽視,けいし
N2,低频,鶏,にわとり
N2,低频,決めつける,きめつける
N2,中频,決意,けつい
N2,高频,決勝,けっしょう
N2,高频,決断,けつだん
N2,中频,結びつく,むすびつく
N2,中频,結びつける,むすびつける
N1,低频,月刊,げっかん
N3,低频,月間,げっかん
N1,中频,建て前,たてまえ
N1,低频,肩書き,かたがき
N1,低频,見違える,みちがえる
N1,低频,見回す,みまわす
N1,低频,見合い,みあい
N2,中频,見込み,みこみ
N2,中频,見失う,みうしなう
N1,低频,見捨てる,みすてる
N2,中频,見守る,みまもる
N2,高频,見積もり,みつもり
N1,高频,見通す,みとおす
N2,中频,見渡す,みわたす
N2,低频,見抜く,みぬく
N2,中频,見分ける,みわける
N3,中频,原,はら
N1,中频,原則,げんそく
N1,低频,原文,げんぶん
N1,低频,厳格,げんかく
N1,低频,厳粛,げんしゅく
N2,低频,幻,まぼろし
N2,中频,減量,げんりょう
N2,低频,玄人,くろうと
N1,低频,現,げん
N2,中频,現地,げんち
N1,中频,言い合う,いいあう
N2,中频,言い切る,いいきる
N1,中频,言い分,いいぶん
N2,中频,言い訳,いいわけ
N2,低频,限りない,かぎりない
N2,高频,限定,げんてい
N2,中频,個別,こべつ
N1,低频,古〜,ふる〜
N1,低频,古今,ここん
N2,低频,呼び止める,よびとめる
N2,中频,固める,かためる
N1,高频,誇る,ほこる
N1,高频,雇用,こよう
N2,高频,後悔,こうかい
N1,低频,後世,こうせい
N3,中频,後半,こうはん
N3,低频,後方,こうほう
N2,中频,誤る,あやまる
N3,低频,交通機関,こうつうきかん
N1,高频,候補者,こうほしゃ
N2,低频,公立,こうりつ
N2,低频,効き目,ききめ
N2,中频,効用,こうよう
N3,低频,向き合う,むきあう
N1,高频,好意,こうい
N2,中频,好奇心,こうきしん
N1,低频,好況,こうきょう
N2,高频,好調,こうちょう
N2,低频,好評,こうひょう
N3,低频,好物,こうぶつ
N1,低频,抗議,こうぎ
N2,中频,構え,かまえ
N2,中频,構図,こうず
N1,低频,考古学,こうこがく
N3,低频,行き,ゆき
N1,低频,行き過ぎる,いきすぎる
N2,中频,行く先,ゆくさき
N1,高频,行政,ぎょうせい
N2,高频,講師,こうし
N1,低频,鉱山,こうざん
N1,中频,降水,こうすい
N2,高频,高度,こうど
N2,高频,高齢化,こうれいか
N2,中频,今のところ,いまのところ
N2,中频,今時,いまどき
N1,高频,昆虫,こんちゅう
N2,中频,根気,こんき
N1,中频,混同,こんどう
N2,中频,差し支える,さしつかえる
N1,高频,差し出す,さしだす
N2,高频,催す,もよおす
N1,低频,採択,さいたく
N1,低频,災い,わざわい
N1,中频,細工,さいく
N1,高频,在庫,ざいこ
N1,低频,在籍,ざいせき
N1,高频,削減,さくげん
N2,中频,錯覚,さっかく
N2,低频,擦れ違い,すれちがい
N1,低频,山腹,さんぷく
N2,高频,仕組み,しくみ
N1,高频,仕入れる,しいれる
N3,高频,仕様,しよう
N2,低频,使い果たす,つかいはたす
N2,中频,使命,しめい
N3,低频,市長,しちょう
N2,高频,志望,しぼう
N1,中频,思いもよらない,おもいもよらない
N2,高频,思い切って,おもいきって
N1,高频,思い当たる,おもいあたる
N2,中频,思い浮かぶ,おもいうかぶ
N2,中频,思い浮かべる,おもいうかべる
N2,中频,思い立つ,おもいたつ
N1,中频,思わしくない,おもわしくない
N2,低频,指差す,ゆびさす
N3,低频,施設,しせつ
N2,中频,脂肪,しぼう
N2,中频,視界,しかい
N2,低频,視線,しせん
N1,高频,視聴,しちょう
N2,高频,試す,ためす
N2,中频,試作,しさく
N1,中频,資産,しさん
N2,中频,事典,じてん
N2,高频,事柄,ことがら
N2,中频,持ち込む,もちこむ
N2,中频,もてる,もてる
N2,高频,時点,じてん
N3,高频,次第に,しだいに
N2,中频,自覚,じかく
N1,高频,自立,じりつ
N2,中频,辞退,じたい
N4,未分频,式,しき
N2,高频,実践,じっせん
N1,高频,実体,じったい
N2,中频,実態,じったい
N5,未分频,借り,かり
N1,高频,若干,じゃっかん
N2,中频,弱々しい,よわよわしい
N1,中频,弱者,じゃくしゃ
N2,低频,主観,しゅかん
N1,中频,主催,しゅさい
N2,高频,主体的,しゅたいてき
N1,低频,主題,しゅだい
N2,高频,取りかかる,とりかかる
N2,高频,取り組む,とりくむ
N1,低频,取り締まり,とりしまり
N3,中频,取り付ける,とりつける
N2,中频,取り戻す,とりもどす
N2,高频,手軽,てがる
N1,低频,手厚い,てあつい
N2,中频,手頃,てごろ
N2,中频,手当て,てあて
N2,低频,手放す,てばなす
N2,低频,手本,てほん
N3,中频,受け入れ,うけいれ
N3,中频,受け付ける,うけつける
N1,中频,収支,しゅうし
N1,中频,就学,しゅうがく
N1,高频,就業,しゅうぎょう
N1,低频,修飾,しゅうしょく
N1,低频,終始,しゅうし
N1,中频,習性,しゅうせい
N2,低频,襲う,おそう
N1,低频,住み着く,すみつく
N2,高频,充実,じゅうじつ
N2,中频,従来,じゅうらい
N3,中频,重ねて,かさねて
N2,低频,重苦しい,おもくるしい
N1,中频,重複,ちょうふく
N1,中频,重要視,じゅうようし
N1,中频,宿命,しゅくめい
N1,中频,縮まる,ちぢまる
N2,低频,出現,しゅつげん
N2,低频,出生,しゅっしょう
N1,低频,出品,しゅっぴん
N2,低频,準〜,じゅん〜
N2,高频,順,じゅん
N1,高频,初,はつ
N2,中频,初期,しょき
N2,高频,所属,しょぞく
N1,高频,所得,しょとく
N2,中频,書き込む,かきこむ
N1,低频,書き取る,かきとる
N1,中频,書き留める,かきとめる
N2,低频,書名,しょめい
N2,低频,諸〜,しょ〜
N3,中频,助け,たすけ
N1,高频,助言,じょげん
N2,中频,傷つける,きずつける
N2,中频,傷み,いたみ
N2,低频,傷む,いたむ
N2,低频,傷つく,きずつく
N1,低频,勝ち抜く,かちぬく
N1,中频,勝ち負け,かちまけ
N1,高频,勝利,しょうり
N1,中频,奨励,しょうれい
N2,低频,小児科,しょうにか
N3,低频,小声,こごえ
N3,中频,小銭,こぜに
N1,中频,少なからず,すくなからず
N2,低频,少子化,しょうしか
N1,高频,昇進,しょうしん
N3,低频,焦げる,こげる
N2,高频,照明,しょうめい
N2,中频,証拠,しょうこ
N2,中频,象徴,しょうちょう
N1,中频,賞味,しょうみ
N1,低频,上,かみ
N3,高频,上る,のぼる
N1,中频,上映,じょうえい
N2,高频,上回る,うわまわる
N2,低频,上記,じょうき
N2,高频,上昇,じょうしょう
N1,高频,乗り込む,のりこむ
N1,中频,乗り切る,のりきる
N4,未分频,場,ば
N3,低频,情けない,なさけない
N1,低频,織物,おりもの
N2,中频,職,しょく
N2,中频,食生活,しょくせいかつ
N1,低频,侵害,しんがい
N1,高频,審査,しんさ
N2,中频,心強い,こころづよい
N1,中频,心遣い,こころづかい
N1,中频,心構え,こころがまえ
N1,低频,心細い,こころぼそい
N1,中频,心得,こころえ
N1,低频,心ない,こころない
N1,高频,振り回す,ふりまわす
N1,低频,振るう,ふるう
N1,高频,振る舞い,ふるまい
N1,中频,振興,しんこう
N2,中频,振動,しんどう
N1,高频,新規,しんき
N1,低频,新緑,しんりょく
N2,低频,真〜,ま〜
N1,中频,真夏,まなつ
N1,低频,診療,しんりょう
N1,低频,辛抱,しんぼう
N3,中频,進み,すすみ
N2,高频,進化,しんか
N3,中频,進行,しんこう
N2,高频,進出,しんしゅつ
N2,低频,進入,しんにゅう
N1,高频,人員,じんいん
N3,中频,人間関係,にんげんかんけい
N1,高频,人脈,じんみゃく
N1,低频,人目,ひとめ
N1,中频,甚大,じんだい
N2,中频,尽きる,つきる
N2,中频,尽くす,つくす
N1,低频,図式,ずしき
N1,高频,推移,すいい
N2,低频,推測,すいそく
N2,低频,水っぽい,みずっぽい
N1,高频,遂げる,とげる
N1,低频,随一,ずいいち
N3,低频,数〜,すう〜
N2,低频,裾,すそ
N1,中频,世帯,せたい
N2,高频,世代,せだい
N1,中频,世論,よろん
N2,低频,成し遂げる,なしとげる
N2,中频,成り立つ,なりたつ
N1,高频,成熟,せいじゅく
N1,低频,整然,せいぜん
N1,中频,星座,せいざ
N3,低频,正,せい
N2,高频,生かす,いかす
N2,低频,生きがい,いきがい
N2,中频,生き残る,いきのこる
N3,低频,生み出す,うみだす
N4,未分频,生む,うむ
N1,高频,生育,せいいく
N2,低频,生計,せいけい
N1,低频,生理,せいり
N1,高频,盛り込む,もりこむ
N2,高频,盛り上がる,もりあがる
N2,中频,精一杯,せいいっぱい
N1,低频,声優,せいゆう
N1,中频,誠実,せいじつ
N1,高频,青年,せいねん
N1,低频,骨身を惜しまず,ほねみをおしまず
N2,中频,積み重ねる,つみかさねる
N1,低频,切り開く,きりひらく
N2,中频,切り捨てる,きりすてる
N1,中频,切り出す,きりだす
N1,高频,接触,せっしょく
N2,高频,設置,せっち
N2,高频,設定,せってい
N2,高频,説得,せっとく
N2,中频,説得力,せっとくりょく
N2,中频,絶える,たえる
N1,低频,絶つ,たつ
N2,高频,先着,せんちゃく
N2,中频,先立つ,さきだつ
N1,低频,千切れる,ちぎれる
N2,低频,専業,せんぎょう
N2,中频,戦い,たたかい
N2,高频,戦略,せんりゃく
N1,中频,洗面所,せんめんじょ
N2,中频,染まる,そまる
N2,低频,染みる,しみる
N1,高频,繊維,せんい
N1,低频,薦める,すすめる
N2,中频,選考,せんこう
N3,高频,選択肢,せんたくし
N2,高频,前提,ぜんてい
N2,低频,善,ぜん
N2,高频,素材,そざい
N1,高频,素早い,すばやい
N2,中频,訴え,うったえ
N2,中频,想定,そうてい
N2,中频,早まる,はやまる
N2,高频,早急,さっきゅう
N2,中频,争い,あらそい
N2,中频,ふさわしい,ふさわしい
N2,低频,相次いで,あいついで
N2,中频,相性,あいしょう
N2,低频,総額,そうがく
N2,中频,総合,そうごう
N2,低频,草花,くさばな
N1,高频,装飾,そうしょく
N1,低频,騒然,そうぜん
N2,低频,憎しみ,にくしみ
N2,中频,即座,そくざ
N1,中频,息苦しい,いきぐるしい
N2,中频,息抜き,いきぬき
N1,高频,速やか,すみやか
N2,高频,他社,たしゃ
N2,高频,他者,たしゃ
N2,中频,多種多様,たしゅたよう
N2,中频,多数,たすう
N1,高频,打ち出す,うちだす
N2,中频,打ち上げ,うちあげ
N2,中频,打ち上げる,うちあげる
N2,中频,打ち明ける,うちあける
N1,中频,体格,たいかく
N4,未分频,対,たい
N2,高频,対処,たいしょ
N1,低频,対称,たいしょう
N1,高频,対戦,たいせん
N2,中频,対等,たいとう
N3,中频,待ち合わせ,まちあわせ
N1,中频,待遇,たいぐう
N1,中频,態勢,たいせい
N3,中频,貸し出す,かしだす
N1,低频,退会,たいかい
N3,低频,退学,たいがく
N2,中频,台数,だいすう
N4,未分频,大,だい
N4,未分频,大〜,おお〜
N2,中频,大まか,おおまか
N1,低频,大人げない,おとなげない
N2,中频,大豆,だいず
N2,高频,大幅,おおはば
N1,中频,大役,たいやく
N2,中频,題,だい
N2,高频,達成,たっせい
N2,中频,誰しも,だれしも
N2,低频,誰一人,だれひとり
N2,中频,単調,たんちょう
N1,低频,炭,すみ
N2,中频,短縮,たんしゅく
N3,中频,段,だん
N2,中频,値引き,ねびき
N1,中频,値下げ,ねさげ
N2,低频,値上がり,ねあがり
N2,中频,値上げ,ねあげ
N1,高频,地区,ちく
N2,高频,地元,じもと
N2,低频,地上,ちじょう
N1,高频,地道,じみち
N2,中频,遅くとも,おそくとも
N2,中频,秩序,ちつじょ
N2,中频,着実,ちゃくじつ
N2,中频,中継,ちゅうけい
N3,低频,中旬,ちゅうじゅん
N1,中频,中途半端,ちゅうとはんぱ
N1,中频,忠告,ちゅうこく
N3,高频,注,ちゅう
N1,低频,超〜,ちょう〜
N1,低频,超す,こす
N3,低频,跳ぶ,とぶ
N1,中频,長生き,ながいき
N1,低频,長続き,ながつづき
N2,中频,頂,いただき
N1,低频,直〜,じか〜
N2,中频,追及,ついきゅう
N1,高频,追求,ついきゅう
N2,低频,釣り合う,つりあう
N2,高频,定着,ていちゃく
N2,高频,提供,ていきょう
N1,中频,程遠い,ほどとおい
N1,低频,ほど近い,ほどちかい
N1,低频,転回,てんかい
N2,高频,転換,てんかん
N2,高频,転勤,てんきん
N2,中频,徒歩,とほ
N1,高频,都度,つど
N2,高频,怒り,いかり
N1,中频,倒産,とうさん
N2,中频,当社,とうしゃ
N2,中频,当初,とうしょ
N1,高频,当店,とうてん
N1,中频,当分,とうぶん
N1,高频,踏み切る,ふみきる
N1,中频,逃避,とうひ
N2,中频,逃亡,とうぼう
N2,高频,動機,どうき
N2,低频,動揺,どうよう
N2,低频,同居,どうきょ
N2,高频,導く,みちびく
N2,中频,導入,どうにゅう
N2,中频,道端,みちばた
N1,中频,匿名,とくめい
N1,高频,特産,とくさん
N1,高频,特有,とくゆう
N1,高频,独自,どくじ
N2,高频,読み取る,よみとる
N2,中频,内部,ないぶ
N1,中频,肉眼,にくがん
N2,高频,日頃,ひごろ
N2,中频,入会,にゅうかい
N2,中频,入金,にゅうきん
N1,低频,入浴,にゅうよく
N2,高频,認識,にんしき
N1,中频,年配,ねんぱい
N1,高频,念のため,ねんのため
N2,低频,燃料,ねんりょう
N1,中频,粘り強い,ねばりづよい
N2,低频,悩ます,なやます
N1,中频,派遣,はけん
N2,低频,破壊,はかい
N2,高频,廃止,はいし
N1,中频,拝借,はいしゃく
N1,高频,排除,はいじょ
N1,低频,排水,はいすい
N2,中频,配慮,はいりょ
N2,中频,買い求める,かいもとめる
N2,低频,買い上げ,かいあげ
N2,中频,売り出す,うりだす
N1,中频,剝がれる,はがれる
N1,低频,薄っぺら,うすっぺら
N2,中频,薄れる,うすれる
N2,低频,薄型,うすがた
N1,高频,迫力,はくりょく
N1,低频,縛り付ける,しばりつける
N3,低频,発券,はっけん
N1,高频,発信,はっしん
N2,高频,発送,はっそう
N1,低频,抜き出す,ぬきだす
N1,中频,判定,はんてい
N1,中频,繁栄,はんえい
N1,高频,繁殖,はんしょく
N4,未分频,番,ばん
N2,低频,悲しみ,かなしみ
N1,中频,披露,ひろう
N2,中频,比例,ひれい
N1,中频,非,ひ
N2,中频,非常識,ひじょうしき
N2,低频,飛び出る,とびでる
N2,中频,飛び立つ,とびたつ
N1,高频,漂う,ただよう
N1,高频,品種,ひんしゅ
N1,低频,浜辺,はまべ
N1,中频,貧困,ひんこん
N2,高频,不可欠,ふかけつ
N1,中频,不確か,ふたしか
N1,中频,不確定,ふかくてい
N2,中频,不完全,ふかんぜん
N1,高频,不況,ふきょう
N1,中频,不景気,ふけいき
N2,中频,不明,ふめい
N2,中频,不良,ふりょう
N2,高频,付け加える,つけくわえる
N1,中频,負,ふ
N2,低频,負かす,まかす
N1,中频,負傷,ふしょう
N1,中频,風習,ふうしゅう
N1,高频,風土,ふうど
N1,高频,復旧,ふっきゅう
N1,高频,幅広い,はばひろい
N2,高频,福祉,ふくし
N3,中频,沸騰,ふっとう
N2,低频,分,ぶ
N2,低频,分配,ぶんぱい
N1,高频,紛失,ふんしつ
N1,低频,紛争,ふんそう
N3,低频,聞き取り,ききとり
N3,低频,聞き上手,ききじょうず
N3,低频,閉館,へいかん
N1,低频,閉口,へいこう
N1,低频,閉鎖,へいさ
N1,中频,変革,へんかく
N1,中频,変動,へんどう
N1,低频,片側,かたがわ
N3,高频,返る,かえる
N2,中频,返品,へんぴん
N1,低频,弁論,べんろん
N2,高频,保つ,たもつ
N1,高频,保管,ほかん
N2,高频,保護,ほご
N1,中频,保守的,ほしゅてき
N2,低频,保障,ほしょう
N2,低频,補足,ほそく
N1,低频,母国,ぼこく
N2,低频,くるむ,くるむ
N2,中频,抱っこ,だっこ
N2,低频,放っておく,ほうっておく
N2,低频,放り出す,ほうりだす
N3,低频,〜放題,〜ほうだい
N2,中频,方式,ほうしき
N2,高频,蜂,はち
N2,高频,訪れる,おとずれる
N1,中频,豊作,ほうさく
N2,低频,暴力,ぼうりょく
N2,低频,望ましい,のぞましい
N1,低频,膨れる,ふくれる
N1,低频,膨れ上がる,ふくれあがる
N2,高频,本,ほん
N2,中频,本質,ほんしつ
N2,高频,埋まる,うまる
N2,高频,満たす,みたす
N3,低频,未〜,み〜
N2,低频,密接,みっせつ
N2,中频,務め,つとめ
N4,未分频,無,む
N1,低频,無意味,むいみ
N1,高频,無邪気,むじゃき
N2,低频,無断,むだん
N2,中频,無用,むよう
N4,未分频,名,めい
N2,中频,名産,めいさん
N2,中频,名付ける,なづける
N1,中频,綿密,めんみつ
N2,高频,面,めん
N2,中频,模範,もはん
N3,低频,目覚める,めざめる
N1,中频,目撃,もくげき
N1,中频,役職,やくしょく
N1,低频,癒やす,いやす
N2,低频,憂鬱,ゆううつ
N2,中频,有意義,ゆういぎ
N1,高频,雄,おす
N3,低频,夕焼け,ゆうやけ
N2,低频,予選,よせん
N2,中频,容量,ようりょう
N1,高频,様式,ようしき
N1,中频,洋風,ようふう
N3,中频,用品,ようひん
N3,高频,要は,ようは
N1,高频,要望,ようぼう
N2,中频,要約,ようやく
N3,低频,翌〜,よく〜
N3,低频,来〜,らい〜
N2,高频,落ち込む,おちこむ
N2,高频,乱れ,みだれ
N3,低频,裏側,うらがわ
N1,低频,立ち去る,たちさる
N1,中频,立ち直る,たちなおる
N1,中频,立ち入り,たちいり
N1,中频,流出,りゅうしゅつ
N2,高频,旅先,たびさき
N2,低频,旅立つ,たびだつ
N4,未分频,両,りょう
N1,低频,良質,りょうしつ
N2,低频,力づける,ちからづける
N1,中频,類似,るいじ
N1,高频,励ます,はげます
N1,低频,励み,はげみ
N1,低频,恋する,こいする
N1,低频,朗読,ろうどく
N1,中频,浪費,ろうひ
N2,中频,漏れる,もれる
N1,高频,老舗,しにせ
N2,中频,和紙,わし
N1,低频,とどまる,とどまる
N3,低频,アイドル,idol
